Genus	Subfamily	Family	Accession	Phage	Genome
Sextaecvirus			KF929199	Staphylococcus phage vB_SepS_SEP9	dsDNA
Sextaecvirus			KJ804259	Staphylococcus phage 6ec	dsDNA
Sfunavirus			KT221033	Streptomyces phage SF1	dsDNA
Shandongvirus			KR534323	Pseudoalteromonas phage H101	dsDNA
Sheenvirus			KP273225	Mycobacterium phage Sheen	dsDNA
Sherbrookevirus			LN681540	Clostridium phage phiCD506	dsDNA
Sherbrookevirus			LN681538	Clostridium phage phiCD481-1	dsDNA
Shirahamavirus			AP019524	Tenacibaculum phage PTm1	dsDNA
Shockervirus			MW507126	Microbacterium phage Shocker	dsDNA
Shoyavirus			MN908684	Arthrobacter phage Shoya	dsDNA
Shuimuvirus			KX523699	Salmonella phage IME207	dsDNA
Sidiousvirus			MK967384	Gordonia phage Sidious	dsDNA
Siftrevirus			KT221034	Streptomyces phage SF3	dsDNA
Silentrexvirus			MW862992	Arthrobacter phage SilentRX	dsDNA
Sixamavirus			MN484601	Gordonia phage Sixama	dsDNA
Skarprettervirus			MK105855	Escherichia phage Skarpretter	dsDNA
Skatevirus			MN692673	Salmonella phage VB_StyS_BS5	dsDNA
Skatevirus			MK112901	Salmonella virus KFS-SE2	dsDNA
Skogvirus			MN908687	Gordonia phage Skog	dsDNA
Skulduggeryvirus			MF042361	Pseudomonas phage Skulduggery	dsDNA
Skunavirus			KP793102	Lactococcus phage 936 group phage PhiA.16	dsDNA
Skunavirus			JQ740787	Lactococcus phage ASCC191	dsDNA
Slashvirus			KF669661	Bacillus phage Slash	dsDNA
Slashvirus			KP696447	Bacillus phage Stahl	dsDNA
Sleepyheadvirus			MK967380	Rhodococcus phage Sleepyhead	dsDNA
Smoothievirus			KU998247	Gordonia phage Bachita	dsDNA
Smoothievirus			KU998246	Gordonia phage ClubL	dsDNA
Snuvirus			MZ475896	Erwinia phage pEa_SNUABM_7	dsDNA
Solivirus			JX560521	Acinetobacter phage phiAC-1	dsDNA
Sonalivirus			MK411746	Arthrobacter phage Sonali	dsDNA
Sortsnevirus			MF614100	Klebsiella phage vB_KpnS_IME279	dsDNA
Sortsnevirus			MK651787	Escherichia phage Sortsne	dsDNA
Soupsvirus			KU998249	Gordonia phage Soups	dsDNA
Soupsvirus			KX557284	Gordonia phage Strosahl	dsDNA
Sozzivirus			KF183314	Oenococcus phage phiS11	dsDNA
Sozzivirus			KF183315	Oenococcus phage phiS13	dsDNA
Sparkyvirus			KM083128	Mycobacterium phage Sparky	dsDNA
Spartoivirus			MK061416	Rothia phage Spartoi	dsDNA
Spbetavirus			AF020713	Bacillus phage SPBc2	dsDNA
Spizizenvirus			HM072038	Bacillus phage phi105	dsDNA
Squashvirus			MH153803	Microbacterium phage Hyperion	dsDNA
Squashvirus			MH153813	Microbacterium phage Squash	dsDNA
Stanholtvirus			AF447491	Burkholderia phage phiE125	dsDNA
Stanholtvirus			CP000625	Burkholderia phage phi644-2	dsDNA
Stonewallvirus			KT388093	Streptococcus phage A25	dsDNA
Stormageddonvirus			MN586040	Gordonia phage Stormageddon	dsDNA
Strymvirus			KY658673.3	Vibrio phage H2 PGK-2017	dsDNA
Strymvirus			KX581099.3	Vibrio phage Strym	dsDNA
Successvirus			OP751148	Streptomyces phage Success	dsDNA
Sukhumvitvirus			AP018361	Lactobacillus phage T25	dsDNA
Svunavirus			DQ340064	Geobacillus phage GBSV1	dsDNA
Svunavirus			DQ840344	Bacillus phage 1	dsDNA
Swiduovirus			MT768060	Escherichia phage vB_EcoS_swi2	dsDNA
Syrbvirus			MW073100	Microbacterium phage vB_MoxS-R1	dsDNA
Tabiovirus			OQ622092.1	Xanthomonas phage 10KY502B	dsDNA
Tabiovirus			AB720064.1	Xanthomonas citri phage Cp2	dsDNA
Takahashivirus			MF360957	Bacillus phage PBS1	dsDNA
Tandoganvirus			MG969427	Anoxybacillus phage A403	dsDNA
Tankvirus			KU160669	Arthrobacter phage Tank	dsDNA
Tantvirus			MN812239	Flavobacterium phage vB_FspS_tant8-1	dsDNA
Taranisvirus			MG711467	Faecalibacterium phage FP_Taranis	dsDNA
Terapinvirus			MH271313	Gordonia phage Suzy	dsDNA
Terapinvirus			KX557285	Gordonia phage Terapin	dsDNA
Teubervirus			KY554766	Lactococcus phage AM6	dsDNA
Teubervirus			KY554762	Lactococcus phage LW31	dsDNA
Theosmithvirus			OQ317942	Bacillus phage 0105phi7-2	dsDNA
Thiercelinvirus			MT939242	Enterococcus phage 9184	dsDNA
Thornevirus			KT624200	Bacillus phage SP-15	dsDNA
Tieomvirus			MW009675	Vibrio phage vB_VpP_BT-1011	dsDNA
Tijeunavirus			HQ225832	Tetrasphaera phage TJE1	dsDNA
Timshelvirus			MT553337	Mycobacterium phage DroogsArmy	dsDNA
Timshelvirus			KC661275	Mycobacterium phage HINdeR	dsDNA
Tinduovirus			KR011062	Tsukamurella phage TIN2	dsDNA
Tinduovirus			KR011063	Tsukamurella phage TIN3	dsDNA
Titanvirus			KR935215	Rhodobacter phage RcSpartan	dsDNA
Titanvirus			KR935213	Rhodobacter phage RcTitan	dsDNA
Toutatisvirus			MG711466	Faecalibacterium phage FP_Toutatis	dsDNA
Triavirus			MK348510	Staphylococcus phage vB_SauS_fPfSau02	dsDNA
Triavirus			EU861005	Staphylococcus phage phiSauS-IPLA35	dsDNA
Trigintaduovirus			KJ028219	Mycobacterium phage 32HC	dsDNA
Trigintaduovirus			MG770216	Mycobacterium phage Rem711	dsDNA
Trinavirus			MF668286	Rhodococcus phage Trina	dsDNA
Trinevirus			MH271318	Gordonia phage Trine	dsDNA
Triplejayvirus			MN234178	Arthrobacter phage TripleJ	dsDNA
Trogglehumpervirus			OQ709222	Rhodococcus phage Trogglehumper	dsDNA
Turbidovirus			MF919490	Mycobacterium phage Anselm	dsDNA
Turbidovirus			MK919472	Mycobacterium phage Benvolio	dsDNA
Typhavirus			MK494099	Mycobacterium phage Typha	dsDNA
Uetakevirus			AY150271	Salmonella phage Epsilon15	dsDNA
Uetakevirus			OQ921333	Escherichia phage vB_EcoP_PAS61	dsDNA
Uwajimavirus			KY888143	Lactococcus phage PLgW-1	dsDNA
Valentinivirus			MH825712	Microbacterium phage ValentiniPuff	dsDNA
Vedamuthuvirus			JX567312	Lactococcus phage BM13	dsDNA
Vedamuthuvirus			MN552144	Lactococcus phage P1045	dsDNA
Veewebvirus			AY320035	Streptomyces phage VWB	dsDNA
Veracruzvirus			KX683423	Mycobacterium phage BabyRay	dsDNA
Veracruzvirus			KC172839	Mycobacterium phage BTCU-1	dsDNA
Vespunovirus			MZ333456	Enterococcus phage VEsP-1	dsDNA
Vhulanivirus			KR072689	Paracoccus phage Shpa	dsDNA
Vicosavirus			MG845684	Pseudomonas phage NV1	dsDNA
Vicosavirus			JX863101	Pseudomonas phage UFV-P2	dsDNA
Vidquintavirus			MG948468	Pantoea phage vB_PagS_Vid5	dsDNA
Waukeshavirus			KJ024807	Bacillus phage vB_BtS_BMBtp3	dsDNA
Waukeshavirus			KJ920400	Bacillus phage Waukesha92	dsDNA
Wbetavirus			MK085976	Bacillus phage AP631	dsDNA
Wbetavirus			OK499999	Bacillus phage vB_BanS_Booya	dsDNA
Weaselvirus			KX774321	Rhodococcus phage Weasels2	dsDNA
Whackvirus			MK967393	Rhodococcus phage Whack	dsDNA
Whiteheadvirus			GQ403788	Lactococcus phage 1358	dsDNA
Whytuvirus			MT024870	Arthrobacter phage Whytu	dsDNA
Whytuvirus			MT889364	Arthrobacter phage Yavru	dsDNA
Wodongavirus			JN116824	Rhodococcus phage REQ3	dsDNA
Woesvirus			KU998240	Gordonia phage Woes	dsDNA
Wollypogvirus			MW055913	Arthrobacter phage Wollypog	dsDNA
Wolominvirus			MT028492	Ochrobactrum phage vB_OspP_OH	dsDNA
Woodruffvirus			KP876466	Streptomyces phage TP1604	dsDNA
Woodruffvirus			KP876465	Streptomyces phage YDN12	dsDNA
Xajduovirus			KU197014	Xanthomonas phage XAJ2	dsDNA
Xiamenvirus			HM151342	Roseobacter phage RDJL Phi 1	dsDNA
Xiamenvirus			KT266805	Roseobacter phage RDJL Phi 2	dsDNA
Xipdecavirus			AP008979	Xanthomonas phage OP1	dsDNA
Xipdecavirus			DQ777876	Xanthomonas phage Xop411	dsDNA
Xuquatrovirus			MK373772	Escherichia phage PTXU04	dsDNA
Yanchengvirus			OL964755	Aeromonas phage pAEv1818	dsDNA
Yeceytrevirus			MN585979	Mycobacterium phage Yecey3	dsDNA
Yokohamavirus			AB767244	Edwardsiella phage MSW-3	dsDNA
Yokohamavirus			AP013057	Edwardsiella phage PEi21	dsDNA
Yoloswagvirus			KY448244	Erwinia phage vB_EamM_Yoloswag	dsDNA
Yongloolinvirus			DQ466086	Clostridioides phage phiC2	dsDNA
Yongloolinvirus			HG531805	Clostridium phage CDMH1	dsDNA
Yvonnevirus			KU963248	Gordonia phage Yvonnetastic	dsDNA
Zhangqianvirus			KY653126	Staphylococcus virus IME1354_01	dsDNA
Zhuquevirus			KP162168	Paracoccus phage vB_PmaS-R3	dsDNA
Zizhuyuanvirus			PP438411.1	Leptolyngbya phage Lsp-JY19	dsDNA
Zukovirus			MW822144	Streptomyces phage KimJongPhill	dsDNA
Zukovirus			MN204493	Streptomyces phage Zuko	dsDNA
Abaestuovirus		Inoviridae	MH617292	Inoviridae sp. isolate ctbh8	ssDNA(+)
Aclydivirus		Inoviridae	MH617507	Inoviridae sp. isolate ctce6	ssDNA(+)
Acontivirus		Inoviridae	MH617060	Inoviridae sp. isolate ctcg21	ssDNA(+)
Actovirus		Inoviridae	MH616641	Inoviridae sp. isolate ctbh41	ssDNA(+)
Actovirus		Inoviridae	MH617617	Inoviridae sp. isolate ctcf45	ssDNA(+)
Adiligaturavirus		Inoviridae	MH617675	Inoviridae sp. isolate ctbf24	ssDNA(+)
Affertcholeramvirus		Inoviridae	HQ224500	Vibrio phage CTXphi	ssDNA(+/-)
Affertcholeramvirus		Inoviridae	KP972568	Vibrio phage pre-CTX Uzbekistan	ssDNA(+/-)
Amentovirus		Inoviridae	MH593836	Inoviridae sp. isolate ctbh10	ssDNA(+)
Amentovirus		Inoviridae	MH617090	Inoviridae sp. isolate ctda39	ssDNA(+)
Anademivirus		Inoviridae	MT975991	Alteromonas phage phiAFP1	ssDNA(+)
Antiavirus		Inoviridae	MH617306	Inoviridae sp. isolate ctcj20	ssDNA(+)
Aspidivirus		Inoviridae	MH617742	Inoviridae sp. isolate ctbf14	ssDNA(+)
Aspidivirus		Inoviridae	MH617224	Inoviridae sp. isolate ctfi19	ssDNA(+)
Capistrivirus		Inoviridae	AY714348	Vibrio phage KSF1	ssDNA(+)
Catenatiovirus		Inoviridae	MN582099	Inoviridae sp. ctBZ32	ssDNA(+)
Circumitovirus		Inoviridae	MH617564	Inoviridae sp. isolate ctbi48	ssDNA(+)
Coriovirus		Inoviridae	M57538	Xanthomonas phage Cf1c	ssDNA(+/-)
Coriovirus		Inoviridae	AB910602	Xanthomonas phage XacF1	ssDNA(+/-)
Fasceasvirus		Inoviridae	MH616765	Inoviridae sp. isolate ctcf1	ssDNA(+)
Fasceasvirus		Inoviridae	MH617190	Inoviridae sp. isolate ctjd25	ssDNA(+)
Femenvirus		Inoviridae	MH617673	Inoviridae sp. isolate ctca11	ssDNA(+)
Femenvirus		Inoviridae	MH617363	Inoviridae sp. isolate ctcg13	ssDNA(+)
Fibrovirus		Inoviridae	D89074	Vibrio phage fs1	ssDNA(+)
Fibrovirus		Inoviridae	AB572858	Vibrio phage ND1-fs1	ssDNA(+/-)
Galbavirus		Inoviridae	MH617467	Inoviridae sp. isolate ctba17	ssDNA(+)
Habenivirus		Inoviridae	KX179905	Ralstonia phage Rs551	ssDNA(+/-)
Habenivirus		Inoviridae	MF716957	Ralstonia phage RSIBR3	ssDNA(+/-)
Infulavirus		Inoviridae	U02303	Escherichia phage If1	ssDNA(+)
Inovirus		Inoviridae	V00604	Escherichia phage M13; Enterobacteria phage M13; bacteriophage M13	ssDNA(+)
Inovirus		Inoviridae	JF719734	Enterobacteria phage f1	ssDNA(+)
Itinerivirus		Inoviridae	MH617343	Inoviridae sp. isolate ctda12	ssDNA(+)
Lineavirus		Inoviridae	X14336	Escherichia phage I22	ssDNA(+)
Lineavirus		Inoviridae	X02139	Salmonella phage IKe	ssDNA(+)
Lophivirus		Inoviridae	MK512531	Xanthomonas phage Cf2	ssDNA(+/-)
Lophivirus		Inoviridae	MH218848	Xanthomonas phage phi Lf2	ssDNA(+/-)
Meandervirus		Inoviridae	MH617768	Inoviridae sp. isolate ctcj40	ssDNA(+)
Meandervirus		Inoviridae	MH617219	Inoviridae sp. isolate cted44	ssDNA(+)
Nigolovirus		Inoviridae	MZ474489	Phage blackswan219-1	ssDNA(+)
Parhipatevirus		Inoviridae	HM064452	Ralstonia phage PE226	ssDNA(+)
Phargevirus		Inoviridae	MZ474491	Phage silverpheasant213	ssDNA(+)
Pilosavirus		Inoviridae	OR047306	Pseudomonas phage PMBT54	ssDNA(+)
Plantarivirus		Inoviridae	MH649151	Inoviridae sp. isolate ctcb147	ssDNA(+)
Porrectionivirus		Inoviridae	AY374414	Ralstonia phage p12J	ssDNA(+)
Primolicivirus		Inoviridae	X52107	Pseudomonas phage Pf1	ssDNA(+)
Primolicivirus		Inoviridae	MN710383	Pseudomonas phage pf8_ST274-AUS411	ssDNA(+/-)
Prolivirus		Inoviridae	MH617622	Inoviridae sp. isolate ctbd37	ssDNA(+)
Propagovirus		Inoviridae	MH649021	Inoviridae sp. isolate ctii000	ssDNA(+)
Psecadovirus		Inoviridae	EF489910	Stenotrophomonas phage PSH1	ssDNA(+/-)
Pubesvirus		Inoviridae	MH616818	Inoviridae sp. isolate ctba29	ssDNA(+)
Pythonevirus		Inoviridae	OQ354711	Pseudomonas phage WX_Y	ssDNA(+)
Ramphavirus		Inoviridae	MZ474490	Phage toucan80	ssDNA(+)
Restivirus		Inoviridae	MT495635	Ralstonia phage RSBg	ssDNA(+/-)
Restivirus		Inoviridae	AB259124	Ralstonia phage RSS1	ssDNA(+)
Reticulivirus		Inoviridae	MH617645	Inoviridae sp. isolate ctcb11	ssDNA(+)
Saetivirus		Inoviridae	AB002632	Vibrio phage fs2	ssDNA(+)
Saetivirus		Inoviridae	KC357596	Vibrio phage VFJ	ssDNA(+/-)
Sarmentivirus		Inoviridae	MH616843	Inoviridae sp. isolate ctbd25	ssDNA(+)
Scuticavirus		Inoviridae	HG315669	Stenotrophomonas phage SMA6	ssDNA(+/-)
Scytalavirus		Inoviridae	MH617040	Inoviridae sp. isolate ctce6	ssDNA(+)
Semitavirus		Inoviridae	MH617492	Inoviridae sp. isolate ctda43	ssDNA(+)
Senectutivirus		Inoviridae	MH649005	Inoviridae sp. isolate ctcf138	ssDNA(+)
Serpentivirus		Inoviridae	OP867012	Shewanella phage Dolos	ssDNA(+)
Siphunculivirus		Inoviridae	HM150760	Stenotrophomonas phage phi SHP2	ssDNA(+/-)
Staminivirus		Inoviridae	MH552488	Inoviridae sp. isolate ctda6	ssDNA(+)
Staminivirus		Inoviridae	AM040673	Stenotrophomonas phage SMA9	ssDNA(+/-)
Strophivirus		Inoviridae	MH616838	Inoviridae sp. isolate ctbh31	ssDNA(+)
Strophivirus		Inoviridae	MH617618	Inoviridae sp. isolate ctch32	ssDNA(+)
Subteminivirus		Inoviridae	HG007973	Stenotrophomonas phage SMA7	ssDNA(+/-)
Tertilicivirus		Inoviridae	M11912	Pseudomonas phage Pf3	ssDNA(+)
Tertilicivirus		Inoviridae	M19377	Pseudomonas phage Pf3	ssDNA(+)
Vasivirus		Inoviridae	MN200778	Vibrio phage VAI1	ssDNA(+/-)
Versovirus		Inoviridae	MN719123	Vibrio phage VALG_phi6	ssDNA(+/-)
Versovirus		Inoviridae	AB043678	Vibrio phage VfO3K6	ssDNA(+/-)
Vicialiavirus		Inoviridae	JN848801	Vibrio phage VCY	ssDNA(+/-)
Villovirus		Inoviridae	OP628074	Vibrio phage vB_VpI_FR1	ssDNA(+/-)
Villovirus		Inoviridae	OL512807	Vibrio phage V5	ssDNA(+)
Viscerivirus		Inoviridae	MH616815	Inoviridae sp. isolate ctbf 525	ssDNA(+)
Vittavirus		Inoviridae	OP297622	Vibrio phage Vaf1	ssDNA(+)
Xiphivirus		Inoviridae	MH617445	Inoviridae sp. isolate ctcf2	ssDNA(+)
Xylivirus		Inoviridae	MN335248	Vibrio phage XacF13	ssDNA(+/-)
Xylivirus		Inoviridae	KX181651	Xanthomonas phage Xf109	ssDNA(+/-)
Bifilivirus		Paulinoviridae	AF428260	Propionibacterium phage B5	ssDNA(+)
Bifilivirus		Paulinoviridae	PP693361	Propionibacterium phage Philemon	ssDNA(+)
Thomixvirus		Paulinoviridae	LC035386	Thermus phage OH3	ssDNA(+)
Thomixvirus		Paulinoviridae	PP554188	Thermus phage Zuza8	ssDNA(+)
Plectrovirus		Plectroviridae	X58839	Acholeplasma phage MV-L51	ssDNA(+)
Suturavirus		Plectroviridae	AF133242	Spiroplasma phage SVTS2	ssDNA(+)
Vespertiliovirus		Plectroviridae	U28974	Spiroplasma phage 1-C74	ssDNA(+)
Vespertiliovirus		Plectroviridae	X51344	Spiroplasma phage 1-R8A2B	ssDNA(+)
Virgulavirus		Plectroviridae	AJ969242	Spiroplama phage SVGII3	ssDNA(+)
Hukuchivirus		Matsushitaviridae	AB063393	Thermus phage IN93	dsDNA
Hukuchivirus		Matsushitaviridae	GQ403789	Thermus phage P23-77	dsDNA
Finnlakevirus		Finnlakeviridae	MF361639	Flavobacterium phage FLiP	ssDNA
Elsinorevirus		Asemoviridae	MH730557	Vibrio phage fNo16	dsDNA
Rumoivirus		Asemoviridae	OM867525	Vibrio phage vB_VruC_PG21	dsDNA
Ameliavirus		Autolykiviridae	MG592394	Vibrio phage 1.008.O._10N.286.54.E5	dsDNA
Livvievirus		Autolykiviridae	MG592615	Vibrio phage 1.249.A._10N.261.55.B9	dsDNA
Oliviavirus		Autolykiviridae	MG592402	Vibrio phage 1.020.O._10N.222.48.A2	dsDNA
Paulavirus		Autolykiviridae	MG592427	Vibrio phage 1.044.O._10N.261.51.B8	dsDNA
Paulavirus		Autolykiviridae	MG592455	Vibrio phage 1.080.O._10N.286.48.A4	dsDNA
Merivirus		Corticoviridae	MG966533	Pseudoalteromonas phage Cr39582	dsDNA
Merivirus		Corticoviridae	AF155037	Pseudoalteromonas phage PM2	dsDNA
Anticleavirus		Mestraviridae	OP588643	Rhodobacter phage Jorvik	dsDNA
Polymedevirus		Mestraviridae	MH105080	Marinomonas phage YY	dsDNA
Corycianvirus		Parnassusviridae	MW618650	Marinomonas phage MfV	dsDNA
Alphatectivirus		Tectiviridae	AY848686	Enterobacteria phage PR4	dsDNA
Alphatectivirus		Tectiviridae	AY848689	Enterobacteria phage PRD1	dsDNA
Betatectivirus		Tectiviridae	EU408779	Bacillus phage AP50	dsDNA
Betatectivirus		Tectiviridae	AY257527	Bacillus phage Bam35c	dsDNA
Deltatectivirus		Tectiviridae	MK620900	Streptomyces phage Forthebois	dsDNA
Deltatectivirus		Tectiviridae	MK305890	Streptomyces phage WheeHeim	dsDNA
Epsilontectivirus		Tectiviridae	KY817360	Rhodococcus phage Toil	dsDNA
Gammatectivirus		Tectiviridae	MG159787	Gluconobacter phage GC1	dsDNA
Algophervirus		Lilleviridae	MK765557	Tortoise microvirus 7 7_SP_42	ssDNA(+)
Alnafnavirus		Lilleviridae	MG945680	Microviridae sp. 1023-1801virus	ssDNA(+)
Alnifnivirus		Lilleviridae	MG945509	Microviridae sp. 1761-1801virus	ssDNA(+)
Alcanfavirus		Litenviridae	MG945253	Microviridae sp. 2449-1602virus	ssDNA(+)
Alcanivirus		Litenviridae	MG945572	Microviridae sp. 3523-1602virus	ssDNA(+)
Algomorvirus		Litenviridae	MK765608	Tortoise microvirus 56 56_SP_86	ssDNA(+)
Algopmovirus		Litenviridae	MK765590	Tortoise microvirus 40 40_SP_83	ssDNA(+)
Alimacvirus		Litenviridae	MH617173	Microviridae sp. ctbb20 virus	ssDNA(+)
Almumusvirus		Litenviridae	MH552557	Microviridae sp. ctbd329 virus	ssDNA(+)
Alnoufnouvirus		Litenviridae	MG945831	Microviridae sp. 9359-1602 virus	ssDNA(+)
Alpecorivirus		Litenviridae	MG945638	Microviridae sp. 7092-1602 virus	ssDNA(+)
Alcafavirus		Litilviridae	MG945515	Microviridae sp. 1931-1706 virus	ssDNA(+)
Alciorovirus		Litilviridae	MH572526	Microviridae sp. SD_HF_66 virus	ssDNA(+)
Alcryvirus		Litilviridae	MN311493	Antarctic microvirus TYR_006_V_SP_13	ssDNA(+)
Alhyhydvirus		Litilviridae	MK496694	Capybara microvirus Cap1_SP_81	ssDNA(+)
Alpaglavirus		Litilviridae	MG945641	Microviridae sp. 8656-1612 virus	ssDNA(+)
Alepusivirus		Pieniviridae	MG641188	Lepus americanus faeces associated microvirus SHP1 6472	ssDNA(+)
Almusivirus		Pieniviridae	MH552492	Microviridae sp. ctbc205 virus	ssDNA(+)
Alpecusivirus		Pieniviridae	MG945493	Microviridae sp. 1308-1602 virus	ssDNA(+)
Alydrochavirus		Pieniviridae	MK496690	Capybara microvirus Cap1_SP_66	ssDNA(+)
Alcapybaravirus		Pikkuviridae	MK496680	Capybara microvirus Cap1_SP_45	ssDNA(+)
Almacaqusvirus		Pikkuviridae	MH617318	Microviridae sp. ctcd27 virus	ssDNA(+)
Almaoniuvirus		Pikkuviridae	MG945791	Microviridae sp. 4383-1711 virus	ssDNA(+)
Almiluvirus		Pikkuviridae	MG945750	Microviridae sp. 2981-1602 virus	ssDNA(+)
Alpacinvirus		Pikkuviridae	KX513871	Human gut microviridae SH-CHD8 virus	ssDNA(+)
Alzhudosvirus		Pikkuviridae	MG945356	Microviridae sp. 2769-1801 virus	ssDNA(+)
Alzhuvirus		Pikkuviridae	MG945352	Microviridae sp. 2654-1801 virus	ssDNA(+)
Largivirus		Liberviridae	CP045566	Liberibacter phage CLasMV1	ssDNA(+)
Aminivirus		Mazaviridae	MF101922	Ruegeria phage DSS3-P22	ssDNA(+)
Avacavirus		Mazaviridae	MH617327	Microviridae sp. ctih52 virus	ssDNA(+)
Minimarinivirus		Mazaviridae	MG214764	Citromicrobium phage vB_Cib_ssDNA_P1	ssDNA(+)
Piticivirus		Mazaviridae	MN988485	Rhizobium phage RHph_Y67	ssDNA(+)
Sonoravirus		Mazaviridae	MK765605	Tortoise microvirus 53 53_SP_177	ssDNA(+)
Alphatrevirus		Eubullaviridae	X60322	Escherichia phage alpha3	ssDNA(+)
Alphatrevirus		Eubullaviridae	DQ079870	Escherichia phage ID21	ssDNA(+)
Gequatrovirus		Eubullaviridae	V00657	Escherichia phage G4	ssDNA(+)
Gequatrovirus		Eubullaviridae	DQ079877	Escherichia phage ID52	ssDNA(+)
Sinsheimervirus		Eubullaviridae	J02482	Escherichia phage phiX174	ssDNA(+)
Vimicrovirus		Eubullaviridae	OK338687	Vibrio phage vB_VpP_WS1	ssDNA(+)
Pseudophixvirus		Pequenoviridae	KP087950	Eel River basin pequenovirus c17592	ssDNA(+)
Paraphixvirus		Piccoloviridae	KP087951	Eel River basin pequenovirus c18953	ssDNA(+)
Periphixvirus		Piticuviridae	MH649026	Microviridae sp. ctea001 virus	ssDNA(+)
Gokucipiengivirus		Alphagokushoviridae	KR704914	Chimpanzee faeces associated microphage 2 CPNG_29299	ssDNA(+)
Gokugallopavovirus		Alphagokushoviridae	HQ264138	Microvirus CA82	ssDNA(+)
Gokumacromysvirus		Alphagokushoviridae	MK496788	Capybara microvirus Cap3_SP_433	ssDNA(+)
Gokumagnusmusvirus		Alphagokushoviridae	MK496798	Capybara microvirus Cap3_SP_457	ssDNA(+)
Huficovirus		Alphagokushoviridae	KT264798	Gokushovirus WZ-2015a 50Chd433	ssDNA(+)
Khonivirus		Alphagokushoviridae	MG945447	Microviridae sp. 5964-1801 virus	ssDNA(+)
Spiromicrovirus		Alphagokushoviridae	M17988	Spiroplasma phage 4	ssDNA(+)
Bdellomicrovirus		Betagokushoviridae	AF306496	Bdellovibrio phage phiMH2K	ssDNA(+)
Chlamydiaduovirus		Betagokushoviridae	AJ270057	Chlamydia phage 2	ssDNA(+)
Chlamydiaduovirus		Betagokushoviridae	AE002163	Chlamydia phage phiCPAR39	ssDNA(+)
Chlamydiaunovirus		Betagokushoviridae	D00624	Chlamydia phage Chp1	ssDNA(+)
Cionrobuvirus		Betagokushoviridae	MH572434	Microviridae sp. SD_MC_49 virus	ssDNA(+)
Crownevirus		Betagokushoviridae	KT264811	Gokushovirus WZ-2015a 63CrownNew1	ssDNA(+)
Cypriminnovirus		Betagokushoviridae	MH617083	Microviridae sp. ctca675 virus	ssDNA(+)
Eelrivirus		Betagokushoviridae	KP087945	Eel River basin pequenovirus c15138	ssDNA(+)
Enterogokushovirus		Betagokushoviridae	MT185428	Escherichia phage EC6098	ssDNA(+)
Hulichivirus		Betagokushoviridae	KT264825	Gokushovirus WZ-2015a 77Fx5	ssDNA(+)
Leuciminnovirus		Betagokushoviridae	MH617516	Microviridae sp. cthd705 virus	ssDNA(+)
Mellcarnivirus		Betagokushoviridae	MH992155	Apis mellifera associated microvirus 60 BeeCFH_SP_3639	ssDNA(+)
Melllinguisvirus		Betagokushoviridae	MH992218	Apis mellifera associated microvirus 22 INH_SP_293	ssDNA(+)
Minnosuevirus		Betagokushoviridae	MH616976	Microviridae sp. ctbd724 virus	ssDNA(+)
Minnowtisvirus		Betagokushoviridae	MH616867	Microviridae sp. ctbg686 virus	ssDNA(+)
Minsuevirus		Betagokushoviridae	MH617722	Microviridae sp. ctdc175 virus	ssDNA(+)
Paruchinvirus		Betagokushoviridae	MG945835	Microviridae sp. 1873-1502 virus	ssDNA(+)
Renleivirus		Betagokushoviridae	KT264818	Gokushovirus WZ-2015a 70Chd477	ssDNA(+)
Saanivirus		Betagokushoviridae	KC131022	marine gokushovirus SI1	ssDNA(+)
Sahondenvirus		Betagokushoviridae	KM589502	Gokushovirinae Bog8989_22 virus	ssDNA(+)
Sontinvirus		Betagokushoviridae	KM589508	Gokushovirinae Fen672_31 virus	ssDNA(+)
Sphagnuvirus		Betagokushoviridae	KM589498	Gokushovirinae Bog1183_53 virus	ssDNA(+)
Storgivirus		Betagokushoviridae	KC131024	marine gokushovirus SOG1	ssDNA(+)
Wastmicvirus		Betagokushoviridae	KX259466	Uncultured virus wastewater_microviridae_FL12	ssDNA(+)
Wiyavirus		Betagokushoviridae	KP087939		ssDNA(+)
Mohgevirus		Groupodiviridae	MK765653	Tortoise microvirus 100 100_SP_14	ssDNA(+)
Sehtuvirus		Groupodiviridae	KP087956	Eel River basin pequenovirus c22108	ssDNA(+)
Tramlacvirus		Groupodiviridae	JX185431	Dragonfly-associated microphage 1 FL1-NZ54-2010	ssDNA(+)
Pacdirvirus		Pichoviridae	KM589515	Parabacteroides phage YZ-2015a	ssDNA(+)
Piapivirus		Pichoviridae	MH992186	Apis mellifera associated microvirus 58 INH_SP_180	ssDNA(+)
Picaglacivirus		Pichoviridae	MN311489	Antarctic microvirus CAA_003_V_9	ssDNA(+)
Picionavirus		Pichoviridae	MH572367	Microviridae sp. SD_SC_13 virus	ssDNA(+)
Piciorovirus		Pichoviridae	MH572522	Microviridae sp. SD_HF_42 virus	ssDNA(+)
